year,month,day,airline,origin_airport,stop_over_airport,destination_airport,origin_departure_delay,stop_over_arival_time,stop_over_arrival_delay,stop_over_departure_time,stop_over_departure_delay,destination_arrival_delay
2015,12,7,AA,SFO,LAX,JFK,-4,824,-8,1037,-3,9
2015,12,7,AA,SFO,LAX,JFK,41,1223,45,1407,-8,-3
2015,12,23,AA,SFO,CLT,JFK,-1,759,-6,943,28,27
2015,12,23,AA,SFO,CLT,JFK,-3,1903,-9,2124,74,86
2015,12,23,AA,SFO,CLT,JFK,-3,538,-34,731,1,-7
2015,12,25,AA,SFO,DFW,JFK,-4,1022,-23,1150,0,-23
2015,12,25,AA,SFO,DFW,JFK,5,1040,-20,1150,0,-23
2015,12,25,AA,SFO,DFW,JFK,-5,1528,-17,1702,7,-13
2015,12,26,AA,SFO,CLT,JFK,-8,1922,10,2106,56,53
2015,12,26,B6,SFO,LGB,JFK,-6,2024,-14,2131,11,19
2015,12,11,AA,SFO,PHX,JFK,-3,850,-8,1001,1,15
2015,12,11,AA,SFO,PHX,JFK,99,1345,95,1638,-2,-19
2015,12,11,AA,SFO,PHX,JFK,2,1515,7,1638,-2,-19
2015,12,11,AA,SFO,PHX,JFK,-6,1949,-14,2229,-1,-30
2015,12,12,DL,SFO,LAX,JFK,-2,918,-12,1133,3,-7
2015,12,3,AA,SFO,MIA,JFK,6,1516,8,1745,50,54
2015,12,3,AA,SFO,LAX,JFK,-7,812,-20,1035,-5,-18
2015,12,3,AA,SFO,LAX,JFK,-7,812,-20,945,45,34
2015,12,3,AA,SFO,LAX,JFK,-4,1133,-5,1411,-4,-9
2015,12,3,AA,SFO,LAX,JFK,-4,1133,-5,1310,-5,-10
2015,12,3,AA,SFO,LAX,JFK,111,2149,110,2329,-1,-5
2015,12,3,VX,SFO,LAS,JFK,88,2140,90,2352,102,100
2015,12,3,AA,SFO,LAX,JFK,100,2220,79,2329,-1,-5
2015,12,3,AA,SFO,LAX,JFK,26,2222,21,2329,-1,-5
2015,12,5,B6,SFO,LAS,JFK,1,855,-15,1143,-2,0
2015,12,5,AA,SFO,ORD,JFK,5,1558,-11,1828,-7,-11
2015,12,5,B6,SFO,FLL,JFK,0,1834,-6,2104,-1,-3
2015,12,5,B6,SFO,FLL,JFK,0,1834,-6,1950,0,-7
2015,12,5,AA,SFO,ORD,JFK,-2,1717,-22,1828,-7,-11
2015,12,5,B6,SFO,LAS,JFK,7,1848,-11,2148,-7,-12
2015,12,5,B6,SFO,FLL,JFK,27,719,19,911,-4,-18
2015,12,6,DL,SFO,ATL,JFK,2,1321,-10,1439,-1,-24
2015,12,6,DL,SFO,ATL,JFK,-1,1507,-10,1734,-1,-14
2015,12,6,DL,SFO,ATL,JFK,-5,1625,-10,1734,-1,-14
2015,12,6,DL,SFO,ATL,JFK,1,1936,-7,2042,-3,-29
2015,12,6,DL,SFO,ATL,JFK,31,657,35,953,-2,-12
2015,12,6,DL,SFO,ATL,JFK,31,657,35,809,-1,-17
2015,12,27,AA,SFO,PHX,JFK,-4,840,-18,1001,1,0
2015,12,27,AA,SFO,PHX,JFK,4,1218,8,1329,-1,3
2015,12,27,AA,SFO,PHX,JFK,3,1508,0,1649,9,11
2015,12,27,AA,SFO,PHX,JFK,-4,2009,6,2233,3,-12
2015,12,31,DL,SFO,LAX,JFK,-1,935,5,1159,29,-16
2015,12,31,DL,SFO,LAX,JFK,46,1206,46,1409,-1,-38
2015,12,31,DL,SFO,LAX,JFK,-9,1308,-12,1409,-1,-38
2015,12,2,AA,SFO,ORD,JFK,-3,1111,-6,1256,16,
2015,12,2,B6,SFO,LAS,JFK,-4,850,-20,1150,5,9
2015,12,2,AA,SFO,ORD,JFK,13,1633,24,1906,31,57
2015,12,2,B6,SFO,FLL,JFK,11,1850,10,2029,39,36
2015,12,2,B6,SFO,FLL,JFK,11,1850,10,2002,132,138
2015,12,2,AA,SFO,ORD,JFK,-4,1715,-24,1906,31,57
2015,12,2,B6,SFO,FLL,JFK,1,659,-1,917,2,-5
2015,12,3,AA,SFO,PHX,JFK,-10,853,-5,959,4,0
2015,12,3,AA,SFO,PHX,JFK,12,1525,17,1639,-1,-1
2015,12,3,AA,SFO,PHX,JFK,4,2005,2,2239,9,14
2015,12,19,AA,SFO,MIA,JFK,113,1025,95,1305,-5,-13
2015,12,19,AA,SFO,MIA,JFK,0,546,-2,713,3,-7
2015,12,21,AA,SFO,DFW,JFK,14,1043,-2,1159,9,1
2015,12,22,AA,SFO,MIA,JFK,-5,1445,-13,1725,31,68
2015,12,22,AA,SFO,LAX,JFK,2,849,17,1042,2,-16
2015,12,22,AA,SFO,LAX,JFK,6,2014,0,2143,13,16
2015,12,22,AA,SFO,LAX,JFK,61,2223,52,2323,-7,0
2015,12,22,AA,SFO,LAX,JFK,61,2223,52,2337,67,75
2015,12,22,AA,SFO,MIA,JFK,2,534,-14,722,12,2
2015,12,31,AA,SFO,ORD,JFK,-2,1056,-21,1253,13,4
2015,12,31,AA,SFO,ORD,JFK,-7,1700,-40,1832,-3,-35
2015,12,15,B6,SFO,BOS,JFK,-2,1626,-4,1839,-2,-8
2015,12,15,B6,SFO,BOS,JFK,0,528,-12,826,39,49
2015,12,19,AA,SFO,CLT,JFK,-1,758,-7,950,35,28
2015,12,19,AA,SFO,CLT,JFK,3,1859,-13,2011,1,
2015,12,19,AA,SFO,CLT,JFK,13,611,-1,845,75,89
2015,12,7,B6,SFO,FLL,JFK,13,725,25,915,0,-15
2015,12,8,AA,SFO,PHX,JFK,-7,840,-18,957,-3,9
2015,12,8,AA,SFO,PHX,JFK,-6,1204,-6,1340,10,27
2015,12,8,AA,SFO,PHX,JFK,-1,1501,-7,1634,-6,-6
2015,12,11,DL,SFO,DTW,JFK,2,1847,-23,1948,1,-15
2015,12,26,AA,SFO,DFW,JFK,-2,1110,25,1225,35,31
2015,12,26,AA,SFO,DFW,JFK,-2,1429,38,1652,-3,93
2015,12,26,AA,SFO,DFW,JFK,912,1437,976,1652,-3,93
2015,12,2,AA,SFO,DFW,JFK,-8,1024,-21,1153,3,
2015,12,2,VX,SFO,LAX,JFK,-8,805,-15,1046,6,7
2015,12,2,VX,SFO,LAX,JFK,-6,908,-12,1046,6,7
2015,12,2,AA,SFO,DFW,JFK,-6,1557,-3,1659,-1,17
2015,12,2,VX,SFO,LAX,JFK,-4,1410,-5,1658,68,72
2015,12,2,AS,SFO,SEA,JFK,-8,1958,-11,2138,8,-11
2015,12,2,VX,SFO,LAX,JFK,-8,2053,3,2311,1,2
2015,12,2,VX,SFO,LAX,JFK,-3,2209,-1,2311,1,2
2015,12,3,DL,SFO,ATL,JFK,0,1328,-3,1435,-5,-22
2015,12,3,DL,SFO,ATL,JFK,-3,1458,-19,1734,-1,-23
2015,12,3,DL,SFO,ATL,JFK,5,621,-1,808,-2,-25
2015,12,7,AA,SFO,ORD,JFK,1,1121,4,1259,19,19
2015,12,7,AA,SFO,ORD,JFK,0,1609,0,1826,-9,-18
2015,12,7,B6,SFO,FLL,JFK,67,2002,82,2115,5,-7
2015,12,7,AA,SFO,ORD,JFK,-6,1721,-18,1826,-9,-18
2015,12,21,AA,SFO,CLT,JFK,18,1935,23,2214,0,3
2015,12,23,AA,SFO,DFW,JFK,-2,1012,-33,1223,33,70
2015,12,23,AA,SFO,DFW,JFK,56,1453,62,1753,58,162
2015,12,23,AA,SFO,DFW,JFK,-2,1517,-28,1753,58,162
2015,12,23,AA,SFO,DFW,JFK,22,1649,14,1753,58,162
2015,12,24,AA,SFO,LAX,JFK,-4,745,-16,853,-7,-39
2015,12,24,AA,SFO,MIA,JFK,71,1540,42,1716,22,21
2015,12,24,AA,SFO,LAX,JFK,-4,1609,10,1733,48,7
2015,12,24,AA,SFO,MIA,JFK,61,626,38,850,-5,-4
2015,12,26,VX,SFO,LAX,JFK,-1,828,8,1044,4,3
2015,12,26,VX,SFO,LAX,JFK,0,935,15,1044,4,3
2015,12,26,VX,SFO,LAX,JFK,-4,1236,-9,1341,1,7
2015,12,26,VX,SFO,LAX,JFK,0,1407,-8,1551,1,20
2015,12,26,VX,SFO,LAX,JFK,0,1407,-8,1539,39,29
2015,12,26,AS,SFO,SEA,JFK,-9,1830,-10,2129,-1,-26
2015,12,26,AS,SFO,SEA,JFK,-5,1955,-20,2129,-1,-26
2015,12,26,VX,SFO,LAX,JFK,36,2157,52,2318,8,8
2015,12,14,DL,SFO,LAX,JFK,108,1012,102,1143,13,-10
2015,12,14,DL,SFO,LAX,JFK,39,948,16,1143,13,-10
2015,12,14,DL,SFO,LAX,JFK,0,1041,11,1143,13,-10
2015,12,14,DL,SFO,LAX,JFK,2,1225,0,1415,10,-4
2015,12,14,DL,SFO,LAX,JFK,0,1318,-2,1600,0,-30
2015,12,14,DL,SFO,LAX,JFK,60,1909,49,2130,0,-31
2015,12,14,DL,SFO,LAX,JFK,-3,2039,9,2254,-1,-35
2015,12,14,DL,SFO,LAX,JFK,4,2134,7,2400,1,-39
2015,12,14,DL,SFO,LAX,JFK,4,2134,7,2254,-1,-35
2015,12,18,DL,SFO,MSP,JFK,-7,523,-17,708,-2,-27
2015,12,18,DL,SFO,MSP,JFK,2,1203,-10,1435,-2,-19
2015,12,18,DL,SFO,MSP,JFK,-2,1331,-10,1435,-2,-19
2015,12,4,AA,SFO,ORD,JFK,3,1103,-14,1238,-2,2
2015,12,4,B6,SFO,LAS,JFK,-1,858,-12,1145,0,-3
2015,12,4,AA,SFO,ORD,JFK,-7,1541,-28,1828,-7,-1
2015,12,4,AA,SFO,ORD,JFK,-5,1713,-26,1828,-7,-1
2015,12,4,B6,SFO,LAS,JFK,15,1907,8,2149,-6,-5
2015,12,5,AA,SFO,PHX,JFK,-6,840,-18,952,-8,-4
2015,12,5,AA,SFO,PHX,JFK,-14,1149,-21,1327,-3,1
2015,12,5,AA,SFO,PHX,JFK,-6,1455,-13,1633,-7,-7
2015,12,15,AA,SFO,PHX,JFK,-5,834,-24,959,-1,-34
2015,12,15,AA,SFO,PHX,JFK,-1,1211,1,1326,-4,-43
2015,12,15,AA,SFO,PHX,JFK,-5,1454,-14,1639,-1,-34
2015,12,18,AA,SFO,PHX,JFK,-3,851,-7,958,-2,-6
2015,12,18,AA,SFO,PHX,JFK,0,1216,6,1329,-1,-3
2015,12,18,AA,SFO,PHX,JFK,4,1514,6,1659,19,35
2015,12,18,AA,SFO,PHX,JFK,-3,1949,-14,2236,6,-15
2015,12,19,DL,SFO,LAX,JFK,21,753,23,856,16,-17
2015,12,19,DL,SFO,LAX,JFK,-6,1121,1,1329,29,-1
2015,12,19,DL,SFO,LAX,JFK,25,1556,36,1701,36,16
2015,12,25,B6,SFO,BOS,JFK,-3,1552,-37,1847,6,-7
2015,12,25,B6,SFO,BOS,JFK,4,533,-15,722,-1,-5
2015,12,25,B6,SFO,BOS,JFK,-11,752,-32,1037,2,-3
2015,12,25,B6,SFO,BOS,JFK,-11,752,-32,926,-4,-6
2015,12,27,B6,SFO,LAS,JFK,-10,1844,-12,2135,0,6
2015,12,28,DL,SFO,ATL,JFK,11,1407,19,1512,27,8
2015,12,28,DL,SFO,ATL,JFK,1,1623,-16,1755,15,7
2015,12,28,DL,SFO,ATL,JFK,-1,8,-7,236,351,324
2015,12,28,DL,SFO,ATL,JFK,159,858,156,1023,-2,-4
2015,12,30,AA,SFO,PHX,JFK,-3,831,-27,1002,2,-27
2015,12,30,AA,SFO,PHX,JFK,-7,1145,-25,1401,31,15
2015,12,30,AA,SFO,PHX,JFK,-7,1449,-19,1721,41,4
2015,12,30,AA,SFO,PHX,JFK,48,2045,42,2258,28,-4
2015,12,24,AA,SFO,ORD,JFK,6,1340,-28,1537,177,153
2015,12,24,AA,SFO,ORD,JFK,5,1542,-27,1835,0,-17
2015,12,24,B6,SFO,FLL,JFK,50,1936,50,2209,-1,-6
2015,12,24,B6,SFO,FLL,JFK,50,1936,50,2122,7,-5
2015,12,24,B6,SFO,FLL,JFK,50,1936,50,2039,141,150
2015,12,24,AA,SFO,ORD,JFK,9,1709,-31,1835,0,-17
2015,12,24,B6,SFO,FLL,JFK,-2,623,0,859,-1,3
2015,12,24,B6,SFO,FLL,JFK,-2,623,0,800,-5,-1
2015,12,25,DL,SFO,ATL,JFK,9,1332,-15,1446,1,-14
2015,12,25,DL,SFO,ATL,JFK,9,1332,-15,1534,429,425
2015,12,25,DL,SFO,ATL,JFK,10,1503,5,1743,3,-14
2015,12,25,DL,SFO,ATL,JFK,15,1634,-5,1743,3,-14
2015,12,17,AA,SFO,CLT,JFK,-4,753,-12,915,0,0
2015,12,17,AA,SFO,CLT,JFK,-2,1900,-12,2035,25,13
2015,12,17,AA,SFO,CLT,JFK,-1,2108,-2,2213,-1,0
2015,12,17,AA,SFO,CLT,JFK,20,623,11,915,0,0
2015,12,17,AA,SFO,CLT,JFK,20,623,11,727,-3,-18
2015,12,19,VX,SFO,LAX,JFK,23,837,17,1039,-1,-41
2015,12,19,VX,SFO,LAX,JFK,9,936,16,1039,-1,-41
2015,12,19,VX,SFO,LAX,JFK,11,1254,9,1504,4,-21
2015,12,19,VX,SFO,LAX,JFK,11,1254,9,1416,36,26
2015,12,19,VX,SFO,LAX,JFK,-3,1414,-1,1605,15,9
2015,12,19,AS,SFO,SEA,JFK,-3,1839,-1,2136,6,-31
2015,12,19,AS,SFO,SEA,JFK,-7,2004,-11,2136,6,-31
2015,12,19,VX,SFO,LAX,JFK,10,2125,20,2333,23,36
2015,12,1,DL,SFO,ATL,JFK,-2,1314,-17,1447,7,-7
2015,12,1,DL,SFO,ATL,JFK,0,1500,-17,1742,7,1
2015,12,1,DL,SFO,ATL,JFK,8,1628,-7,1742,7,1
2015,12,1,DL,SFO,ATL,JFK,0,1921,-26,2044,-1,-33
2015,12,1,DL,SFO,ATL,JFK,-3,619,-3,830,20,-8
2015,12,6,AA,SFO,PHX,JFK,-4,849,-9,1009,9,12
2015,12,6,AA,SFO,PHX,JFK,18,1218,8,1329,-1,6
2015,12,6,AA,SFO,PHX,JFK,-3,1352,-5,1642,2,-1
2015,12,6,AA,SFO,PHX,JFK,8,2005,2,2229,-1,-8
2015,12,11,DL,SFO,LAX,JFK,221,1321,229,1556,-4,-36
2015,12,11,DL,SFO,LAX,JFK,17,1045,15,1209,39,6
2015,12,11,DL,SFO,LAX,JFK,2,1239,14,1357,-8,-44
2015,12,11,DL,SFO,LAX,JFK,-5,1331,11,1556,-4,-36
2015,12,11,DL,SFO,LAX,JFK,-4,2019,-11,2253,-2,-6
2015,12,11,DL,SFO,LAX,JFK,-4,2019,-11,2130,0,-27
2015,12,11,DL,SFO,LAX,JFK,17,2142,15,2253,-2,-6
2015,12,23,VX,SFO,LAX,JFK,-4,921,1,1205,85,91
2015,12,23,VX,SFO,LAX,JFK,1,1021,6,1205,85,91
2015,12,23,VX,SFO,LAX,JFK,5,1240,-5,1342,2,1
2015,12,23,VX,SFO,LAX,JFK,-2,1415,0,1635,45,57
2015,12,23,VX,SFO,LAX,JFK,36,1935,30,2207,32,13
2015,12,23,AS,SFO,SEA,JFK,1,2010,-4,2202,32,2
2015,12,23,VX,SFO,LAX,JFK,2,1957,7,2207,32,13
2015,12,23,VX,SFO,LAX,JFK,-2,2038,-12,2328,18,8
2015,12,23,VX,SFO,LAX,JFK,-2,2038,-12,2207,32,13
2015,12,24,DL,SFO,ATL,JFK,3,1345,-2,1639,114,101
2015,12,24,DL,SFO,ATL,JFK,-2,1439,-19,1639,114,101
2015,12,24,DL,SFO,ATL,JFK,66,2030,45,2203,78,60
2015,12,24,DL,SFO,ATL,JFK,82,737,77,851,26,95
2015,12,25,AA,SFO,ORD,JFK,5,1059,-18,1240,0,-20
2015,12,25,AA,SFO,ORD,JFK,-3,1540,-29,1833,-2,-15
2015,12,25,AA,SFO,ORD,JFK,-3,1657,-43,1833,-2,-15
2015,12,26,VX,SFO,LAS,JFK,10,2028,13,2205,-5,-10
2015,12,26,AA,SFO,MIA,JFK,-2,552,4,706,-4,-17
2015,12,28,B6,SFO,LAS,JFK,1,929,-4,1158,-10,-33
2015,12,28,B6,SFO,FLL,JFK,20,1911,25,2208,-2,-7
